"K0_number","Level2","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12","Sample25","Sample26","Sample27","Sample28","Sample29","Sample30","Sample31"
"K14327","Chlorophyte",100,49,59,209,136,50,0,0,0,0,0,0,0
"K14327","Ciliate",0,0,0,0,0,0,14,4,16,0,0,0,0
"K14327","Diatom",16,16,18,19,18,26,15,6,15,0,0,0,0
"K14327","Dinoflagellate",0,1,4,1,3,2,12,1,24,17,52,61,99
"K14327","Haptophyte",7,5,14,20,17,11,0,0,0,0,0,0,0
"K14376","Chlorophyte",93,45,67,180,114,74,0,0,0,0,0,0,0
"K14376","Ciliate",10,9,4,17,13,9,389,286,470,0,0,0,0
"K14376","Diatom",8,8,20,22,14,13,6,2,1,0,0,0,0
"K14376","Dinoflagellate",30,28,33,64,43,25,251,162,210,122,490,326,564
"K14376","Haptophyte",0,1,5,3,4,2,10,4,3,0,5,0,0
"K14403","Chlorophyte",324,163,221,519,412,210,0,0,0,0,0,0,0
"K14403","Ciliate",0,0,0,0,0,0,28,23,25,0,0,0,0
"K14403","Diatom",13,1,12,15,12,13,10,3,4,0,4,4,0
"K14403","Dinoflagellate",17,8,6,19,11,6,91,94,100,131,386,320,457
"K14403","Haptophyte",10,3,7,17,10,12,0,0,0,0,10,5,2
"K14404","Chlorophyte",25,20,49,50,49,41,0,0,0,0,0,0,0
"K14404","Ciliate",0,0,0,0,0,0,0,0,0,2,19,9,3
"K14404","Diatom",9,4,4,15,5,10,8,6,2,0,0,0,0
"K14404","Dinoflagellate",3,10,27,8,4,11,195,152,306,53,313,218,281
"K14404","Haptophyte",4,1,10,7,9,1,0,0,0,0,0,0,0
"K14407","Chlorophyte",92,52,121,192,114,95,0,0,0,0,0,0,0
"K14407","Ciliate",0,0,0,0,0,0,96,37,129,0,0,0,0
"K14407","Diatom",8,11,34,23,13,29,0,0,0,0,0,0,0
"K14407","Dinoflagellate",15,9,7,41,27,7,54,33,51,11,50,59,95
"K14407","Haptophyte",12,5,22,21,10,3,0,0,0,0,0,0,0
"K14411","Chlorophyte",281,160,539,618,432,446,13,5,13,11,30,9,4
"K14411","Ciliate",2,2,12,8,1,4,0,0,0,0,16,14,13
"K14411","Diatom",22,4,45,47,33,36,62,50,68,2,12,18,0
"K14411","Dinoflagellate",308,155,301,476,382,284,697,379,804,434,1840,1431,2006
"K14411","Haptophyte",92,38,125,151,118,89,29,30,43,41,112,136,104
"K14427","Chlorophyte",175,99,176,289,250,141,0,0,0,0,0,0,0
"K14427","Ciliate",0,0,0,0,0,0,6,0,8,0,0,0,0
"K14427","Diatom",0,0,0,1,3,3,0,0,0,0,0,0,0
"K14427","Dinoflagellate",18,6,27,30,15,15,598,407,598,3,38,33,74
"K14427","Haptophyte",32,14,28,48,37,24,45,27,22,3,3,0,0
"K14437","Chlorophyte",25,12,21,39,24,12,65,14,43,0,11,15,7
"K14437","Ciliate",2,3,5,4,6,5,484,317,435,0,3,7,0
"K14437","Diatom",0,4,6,8,6,3,15,4,12,13,4,6,7
"K14437","Dinoflagellate",10,2,2,11,4,5,3,5,11,22,98,61,106
"K14437","Haptophyte",34,15,26,44,30,30,4,7,15,191,807,643,1061
"K14442","Chlorophyte",157,83,110,311,207,51,11,12,7,7,30,30,48
"K14442","Ciliate",0,0,0,0,0,0,35,22,28,0,3,6,0
"K14442","Diatom",2,1,3,9,1,0,2,0,2,0,0,0,0
"K14442","Dinoflagellate",48,18,58,61,36,58,33,24,51,204,929,806,1168
"K14442","Haptophyte",5,0,0,13,18,1,0,0,0,2,6,5,8
"K14454","Chlorophyte",46,15,28,78,45,32,24,10,21,0,0,0,0
"K14454","Ciliate",111,77,81,207,220,165,173,154,282,6,21,11,2
"K14454","Diatom",20,10,39,58,33,32,0,0,0,6,35,13,36
"K14454","Dinoflagellate",318,161,216,544,352,305,328,235,464,293,1200,1107,1363
"K14454","Haptophyte",46,31,35,62,68,27,2,2,14,2,44,72,37
"K14455","Chlorophyte",155,67,218,300,236,225,23,39,70,2,6,10,4
"K14455","Ciliate",352,197,200,538,520,367,1863,1092,1794,80,427,258,174
"K14455","Diatom",74,54,193,111,122,156,51,29,55,5,17,16,5
"K14455","Dinoflagellate",23,12,13,44,20,12,127,77,138,111,551,382,532
"K14455","Haptophyte",152,66,244,265,196,183,88,48,86,9,66,38,37
"K14498","Chlorophyte",204,150,402,397,302,351,6,3,1,14,24,31,8
"K14498","Ciliate",49,33,24,109,152,43,167,134,152,36,63,41,40
"K14498","Diatom",9,5,4,7,7,7,0,0,0,0,0,0,0
"K14498","Dinoflagellate",21,9,12,35,26,10,0,9,1,11,45,25,49
"K14498","Haptophyte",107,80,133,243,195,102,0,0,0,0,0,0,0
"K14521","Chlorophyte",4,1,1,6,1,3,7,9,4,32,42,47,40
"K14521","Ciliate",1,0,1,4,10,3,2,0,15,0,3,1,4
"K14521","Diatom",4,3,10,18,13,15,44,26,53,0,4,3,4
"K14521","Dinoflagellate",14,10,9,13,10,7,45,21,63,143,413,343,511
"K14521","Haptophyte",6,1,5,8,8,6,7,8,12,12,44,18,30
"K14537","Chlorophyte",10,3,4,11,10,5,120,78,134,40,183,186,146
"K14537","Ciliate",5,3,3,3,6,4,184,39,125,30,87,59,180
"K14537","Diatom",11,8,19,25,27,26,122,72,163,1,21,16,44
"K14537","Dinoflagellate",29,11,9,33,31,22,234,99,192,225,1148,857,1184
"K14537","Haptophyte",16,12,29,21,22,11,28,20,33,7,0,2,0
"K14539","Chlorophyte",7,6,9,15,12,11,0,0,0,2,43,40,25
"K14539","Ciliate",5,1,1,9,14,3,99,31,55,16,57,68,74
"K14539","Diatom",7,4,5,7,8,12,49,16,52,0,6,4,16
"K14539","Dinoflagellate",16,12,9,35,17,14,322,165,349,634,2390,1905,2252
"K14539","Haptophyte",0,0,0,0,0,0,15,0,7,15,28,49,30
"K14544","Chlorophyte",6,0,0,6,3,3,0,0,0,0,0,0,0
"K14544","Ciliate",0,0,0,0,0,0,0,0,0,3,33,45,16
"K14544","Diatom",0,0,0,0,0,0,34,9,49,0,0,0,0
"K14544","Dinoflagellate",9,1,3,15,10,1,10,0,3,34,221,151,324
"K14544","Haptophyte",3,1,3,0,2,2,0,0,0,0,0,0,0
"K14555","Chlorophyte",0,1,13,1,2,0,0,0,0,0,0,0,0
"K14555","Ciliate",0,0,0,0,0,0,0,0,0,7,18,7,14
"K14555","Diatom",8,7,5,17,6,9,23,16,26,0,0,0,0
"K14555","Dinoflagellate",10,4,6,9,8,5,25,6,37,10,108,76,116
"K14555","Haptophyte",0,0,0,0,0,0,8,5,9,0,0,0,0
"K14556","Chlorophyte",4,2,0,6,9,3,0,0,0,0,0,0,0
"K14556","Ciliate",0,0,0,0,0,0,21,3,16,85,335,161,227
"K14556","Diatom",9,7,22,22,17,21,28,43,32,0,0,0,0
"K14556","Dinoflagellate",2,0,0,4,0,3,71,12,66,30,85,92,114
"K14556","Haptophyte",4,2,2,1,4,1,0,0,0,0,0,0,0
"K14558","Chlorophyte",46,23,30,55,50,30,0,0,0,0,0,0,0
"K14558","Ciliate",0,0,0,2,4,1,0,0,0,11,13,15,8
"K14558","Diatom",35,19,65,43,36,76,42,22,81,0,1,1,0
"K14558","Dinoflagellate",5,2,7,6,7,2,19,2,30,80,373,269,442
"K14558","Haptophyte",4,5,1,11,10,3,0,0,0,0,0,0,0
"K14560","Chlorophyte",478,251,1603,760,692,1029,19,3,24,1,9,1,4
"K14560","Ciliate",0,0,0,0,0,0,15,2,0,0,0,0,0
"K14560","Diatom",1,0,0,0,0,1,5,6,5,0,14,17,3
"K14560","Dinoflagellate",264,124,930,518,430,698,46,42,89,58,325,241,206
"K14560","Haptophyte",7,2,7,6,7,5,0,0,0,0,0,0,0
"K14561","Chlorophyte",16,6,24,21,19,23,0,0,0,0,6,1,0
"K14561","Ciliate",0,0,0,4,3,0,7,0,7,28,60,57,37
"K14561","Diatom",0,0,0,0,0,0,3,1,11,0,1,2,0
"K14561","Dinoflagellate",7,3,3,17,10,8,84,57,112,18,152,107,105
"K14561","Haptophyte",8,2,9,11,12,4,0,0,0,0,0,0,0
"K14563","Chlorophyte",93,54,167,208,133,154,55,66,85,27,81,107,77
"K14563","Ciliate",233,114,222,420,343,296,314,239,507,171,458,377,342
"K14563","Diatom",62,18,190,106,108,135,162,50,304,59,180,99,113
"K14563","Dinoflagellate",178,106,221,284,211,185,597,342,779,339,884,660,778
"K14563","Haptophyte",174,81,285,357,253,260,66,49,179,40,100,100,69
"K14564","Chlorophyte",150,78,168,268,183,152,33,43,41,34,125,138,106
"K14564","Ciliate",98,66,99,178,141,105,160,78,183,51,236,108,164
"K14564","Diatom",60,38,119,112,91,111,162,112,216,79,303,195,86
"K14564","Dinoflagellate",134,52,92,206,156,108,472,285,544,127,411,361,466
"K14564","Haptophyte",232,122,224,385,327,278,112,57,140,61,138,110,99
"K14565","Chlorophyte",140,76,218,263,217,173,176,88,134,31,147,138,82
"K14565","Ciliate",76,34,76,117,117,102,125,69,136,44,507,340,286
"K14565","Diatom",118,77,143,203,153,145,300,225,401,18,78,69,22
"K14565","Dinoflagellate",125,51,98,197,189,106,413,286,461,155,817,563,634
"K14565","Haptophyte",115,49,135,204,167,120,45,38,49,6,70,29,48
"K14566","Chlorophyte",2,5,6,21,7,12,41,24,46,0,24,5,10
"K14566","Ciliate",0,0,0,2,4,2,16,14,36,8,9,6,4
"K14566","Diatom",0,2,0,3,1,1,13,12,18,3,45,16,20
"K14566","Dinoflagellate",23,7,55,41,28,40,55,46,73,66,239,120,208
"K14566","Haptophyte",0,0,0,0,0,0,7,2,4,0,0,0,0
"K14567","Chlorophyte",2,3,2,1,4,4,0,0,0,0,0,0,0
"K14567","Ciliate",0,0,7,1,1,3,0,0,0,16,8,14,20
"K14567","Diatom",0,2,0,9,5,2,2,3,8,0,0,0,0
"K14567","Dinoflagellate",3,6,0,2,1,0,13,2,12,30,86,73,186
"K14567","Haptophyte",2,1,0,1,4,4,0,0,0,0,0,0,0
"K14568","Chlorophyte",32,18,64,73,51,40,0,0,0,0,0,0,0
"K14568","Ciliate",0,0,0,0,0,0,0,0,0,16,42,40,24
"K14568","Diatom",4,6,29,10,18,23,17,16,40,0,6,5,1
"K14568","Dinoflagellate",0,0,1,0,3,0,29,6,31,47,243,145,190
"K14568","Haptophyte",1,0,0,2,1,0,0,0,0,0,0,0,0
"K14569","Chlorophyte",17,5,8,29,20,12,0,0,0,19,13,15,22
"K14569","Ciliate",0,0,0,4,1,0,0,2,7,7,38,28,48
"K14569","Diatom",19,7,12,30,24,23,104,74,90,0,25,8,28
"K14569","Dinoflagellate",12,5,9,21,13,4,66,42,79,32,86,55,73
"K14569","Haptophyte",1,2,7,4,2,2,0,0,0,11,67,48,56
"K14572","Chlorophyte",80,44,32,148,85,32,10,1,6,13,57,54,28
"K14572","Ciliate",19,5,17,44,22,13,18,12,26,48,157,137,283
"K14572","Diatom",16,7,9,25,25,20,17,4,6,4,2,0,0
"K14572","Dinoflagellate",12,6,2,28,9,3,22,6,14,12,65,33,87
"K14572","Haptophyte",9,2,15,15,11,3,1,5,10,7,2,0,4
"K14574","Chlorophyte",96,36,50,170,108,63,0,0,0,0,0,0,0
"K14574","Ciliate",0,0,0,0,0,0,3,2,2,0,7,3,11
"K14574","Diatom",0,0,0,0,0,0,5,1,6,0,4,3,1
"K14574","Dinoflagellate",23,10,40,19,24,27,94,73,144,73,390,186,259
"K14574","Haptophyte",1,2,5,4,2,9,0,0,0,0,0,0,0
"K14674","Chlorophyte",240,146,173,399,335,129,0,0,0,0,0,0,0
"K14674","Ciliate",42,19,16,47,33,13,36,29,80,0,0,0,0
"K14674","Diatom",164,97,154,223,174,196,4,3,8,15,3,6,7
"K14674","Dinoflagellate",25,9,15,44,19,10,20,13,13,14,41,32,60
"K14674","Haptophyte",10,6,15,35,17,5,0,0,0,0,0,0,0
"K14683","Chlorophyte",330,147,348,569,390,320,6,5,3,202,1007,711,581
"K14683","Ciliate",0,0,0,0,0,0,86,32,52,0,0,0,0
"K14683","Diatom",730,387,1752,1128,1004,1423,386,240,582,16,42,38,19
"K14683","Dinoflagellate",425,181,372,593,515,330,169,158,206,168,678,502,530
"K14683","Haptophyte",342,182,324,558,470,264,48,28,46,12,63,50,20
"K14684","Chlorophyte",756,427,771,1402,1120,785,2,0,5,0,0,0,0
"K14684","Ciliate",1,1,3,1,2,3,167,66,143,86,442,233,136
"K14684","Diatom",3,3,24,7,9,6,4,6,0,3,11,22,4
"K14684","Dinoflagellate",70,37,90,97,85,61,45,63,69,34,157,124,178
"K14684","Haptophyte",32,7,39,43,53,40,0,0,0,0,0,0,0
"K14713","Chlorophyte",34,14,39,69,51,23,0,0,0,0,0,0,0
"K14713","Ciliate",0,0,0,0,0,0,35,17,24,0,16,3,17
"K14713","Diatom",22,8,69,34,20,40,0,0,0,0,0,0,0
"K14713","Dinoflagellate",0,0,0,0,0,0,8,1,2,2,8,7,0
"K14713","Haptophyte",16,6,24,20,23,21,0,0,0,0,0,0,0
"K14724","Chlorophyte",344,197,300,642,552,237,0,0,0,0,0,0,0
"K14724","Ciliate",0,0,1,1,2,0,181,100,257,0,9,0,3
"K14724","Diatom",15,4,15,15,16,15,49,32,60,0,1,10,11
"K14724","Dinoflagellate",165,96,169,248,149,131,364,278,471,95,575,355,615
"K14724","Haptophyte",40,27,30,77,86,49,73,58,94,14,54,36,20
"K14753","Chlorophyte",670,342,1107,1057,847,1125,765,567,808,124,505,451,378
"K14753","Ciliate",1889,978,1188,2998,2941,2009,3860,2212,4937,966,3398,2952,2068
"K14753","Diatom",656,343,1453,890,842,1208,660,400,958,247,1064,786,592
"K14753","Dinoflagellate",1388,686,1879,2188,1842,1911,4654,3330,6511,2102,8311,5866,5861
"K14753","Haptophyte",927,457,1660,1662,1373,1446,540,347,690,128,398,348,192
"K14758","Chlorophyte",0,0,0,0,0,0,7,0,3,31,45,42,10
"K14758","Ciliate",2,1,0,2,3,1,40,37,62,0,0,0,0
"K14758","Diatom",19,4,8,20,28,15,0,0,0,0,0,0,0
"K14758","Dinoflagellate",11,10,21,27,15,10,71,41,64,9,40,45,44
"K14758","Haptophyte",17,12,17,25,28,13,0,0,0,0,0,0,0
"K14767","Chlorophyte",1,0,3,1,5,0,0,0,0,0,0,0,0
"K14767","Ciliate",0,0,0,0,0,0,115,56,72,7,12,26,5
"K14767","Diatom",7,2,24,6,11,5,23,16,29,5,0,11,3
"K14767","Dinoflagellate",0,0,0,0,0,0,9,1,1,4,27,25,70
"K14767","Haptophyte",1,3,6,1,4,2,0,0,0,0,0,0,0
"K14774","Chlorophyte",3,2,4,4,3,2,0,0,0,0,0,0,0
"K14774","Ciliate",1,1,0,3,1,0,0,0,0,0,0,0,0
"K14774","Diatom",0,0,3,0,0,1,22,21,14,0,0,0,0
"K14774","Dinoflagellate",0,0,0,2,2,1,6,19,13,0,3,5,4
"K14774","Haptophyte",2,0,1,5,3,1,0,0,0,0,0,0,0
"K14775","Chlorophyte",0,3,3,7,4,5,0,0,0,0,14,6,1
"K14775","Ciliate",0,0,0,0,0,0,8,2,5,0,0,0,0
"K14775","Diatom",14,6,18,29,6,15,37,29,53,0,4,0,4
"K14775","Dinoflagellate",2,2,0,2,2,1,26,20,33,6,41,35,77
"K14775","Haptophyte",11,7,11,25,12,19,5,0,0,0,0,0,0
"K14776","Chlorophyte",7,0,4,2,3,2,0,0,0,2,16,12,15
"K14776","Ciliate",2,0,0,2,1,4,0,0,0,0,2,7,0
"K14776","Diatom",4,1,4,1,5,5,23,22,23,0,2,4,0
"K14776","Dinoflagellate",5,2,3,12,7,5,30,32,42,85,320,256,467
"K14776","Haptophyte",0,0,0,0,0,0,0,0,0,2,2,4,5
"K14777","Chlorophyte",5,4,4,6,10,5,22,19,23,7,1,17,15
"K14777","Ciliate",0,0,0,2,1,0,0,0,0,4,20,21,2
"K14777","Diatom",3,2,6,7,6,4,32,12,42,7,9,6,26
"K14777","Dinoflagellate",8,6,12,18,15,10,179,170,224,219,943,699,687
"K14777","Haptophyte",5,4,0,1,2,1,0,0,0,0,0,0,0
"K14787","Chlorophyte",0,1,3,0,0,1,0,0,0,0,3,2,0
"K14787","Ciliate",0,0,0,0,0,0,0,0,0,11,1,5,0
"K14787","Diatom",2,3,12,8,5,15,44,9,31,0,3,0,1
"K14787","Dinoflagellate",51,21,54,86,79,44,77,54,70,34,172,103,185
"K14787","Haptophyte",3,1,5,3,6,5,0,0,0,0,0,0,0
"K14791","Chlorophyte",51,18,52,101,80,61,0,0,0,6,3,1,0
"K14791","Ciliate",0,0,0,0,0,0,11,5,3,27,51,50,31
"K14791","Diatom",3,2,11,8,8,14,24,24,40,0,5,1,0
"K14791","Dinoflagellate",30,15,36,46,36,23,66,36,68,56,260,127,278
"K14791","Haptophyte",0,0,0,1,1,3,2,0,4,0,0,0,0
"K14792","Chlorophyte",6,2,0,7,5,0,0,0,0,0,0,0,0
"K14792","Ciliate",0,0,0,0,0,0,6,9,8,21,18,30,8
"K14792","Diatom",21,8,37,38,39,37,135,63,167,5,7,13,15
"K14792","Dinoflagellate",16,6,17,30,22,13,46,19,36,14,80,65,139
"K14792","Haptophyte",4,3,14,5,13,0,6,2,3,0,0,0,0
"K14794","Chlorophyte",4,12,17,10,12,7,0,0,0,0,2,8,0
"K14794","Ciliate",0,0,0,0,0,0,0,0,0,6,33,37,14
"K14794","Diatom",14,5,24,11,11,14,34,34,61,2,1,5,2
"K14794","Dinoflagellate",13,4,9,20,14,8,23,16,35,22,61,52,140
"K14794","Haptophyte",0,3,2,4,2,0,0,0,0,0,0,0,0
"K14797","Chlorophyte",3,3,4,10,2,13,27,11,35,0,0,0,0
"K14797","Ciliate",0,3,2,0,2,0,3,5,5,13,19,43,18
"K14797","Diatom",12,5,30,11,25,18,38,18,50,0,2,3,1
"K14797","Dinoflagellate",8,9,34,33,21,24,36,32,36,37,193,127,281
"K14797","Haptophyte",3,1,8,11,8,7,0,0,0,9,36,32,36
"K14799","Chlorophyte",104,49,94,165,133,114,0,0,0,0,0,0,0
"K14799","Ciliate",6,1,1,10,13,2,9,2,20,3,48,35,24
"K14799","Diatom",9,6,8,12,13,11,145,99,163,0,0,13,0
"K14799","Dinoflagellate",29,12,22,36,22,19,104,90,120,63,264,190,340
"K14799","Haptophyte",4,6,0,11,3,5,0,0,0,0,3,4,11
"K14802","Chlorophyte",419,242,310,757,609,273,75,49,73,0,7,20,12
"K14802","Ciliate",42,38,32,91,106,47,474,306,538,22,36,46,22
"K14802","Diatom",23,15,29,44,45,35,42,3,15,0,3,2,0
"K14802","Dinoflagellate",72,47,36,125,90,44,651,272,694,214,1049,711,1217
"K14802","Haptophyte",59,26,54,84,84,31,33,20,48,27,82,69,61
"K14803","Chlorophyte",108,63,95,223,153,97,42,25,15,1,3,4,0
"K14803","Ciliate",58,20,37,67,62,57,494,251,497,66,190,204,96
"K14803","Diatom",50,22,77,61,65,68,113,54,119,3,30,27,11
"K14803","Dinoflagellate",66,35,56,92,76,49,248,149,261,263,1226,885,1467
"K14803","Haptophyte",34,12,46,70,40,27,0,0,0,4,20,9,19
"K14806","Chlorophyte",5,0,3,3,7,1,0,0,0,0,0,0,0
"K14806","Ciliate",0,0,0,0,0,0,0,0,0,1,9,1,6
"K14806","Diatom",4,1,1,6,0,5,23,17,42,6,0,5,12
"K14806","Dinoflagellate",3,0,0,0,0,4,68,30,36,14,81,75,82
"K14806","Haptophyte",0,0,0,0,0,0,0,0,0,0,2,3,0
"K14811","Chlorophyte",35,19,46,41,32,30,0,0,0,11,54,54,41
"K14811","Ciliate",0,0,0,0,0,0,3,2,1,0,0,0,0
"K14811","Diatom",12,7,15,9,11,10,108,68,127,0,22,9,11
"K14811","Dinoflagellate",162,66,148,238,182,135,811,540,992,230,1177,819,1243
"K14811","Haptophyte",11,5,21,13,5,6,23,6,37,342,1676,1347,1516
"K14815","Chlorophyte",8,3,3,4,7,1,0,0,0,0,0,0,0
"K14815","Ciliate",6,0,4,5,5,8,30,25,29,68,86,102,57
"K14815","Diatom",19,6,45,20,16,21,83,40,120,0,4,9,5
"K14815","Dinoflagellate",16,9,16,22,16,10,35,41,80,31,116,74,52
"K14815","Haptophyte",1,1,11,0,3,3,0,6,3,0,0,0,0
"K14816","Chlorophyte",27,9,22,58,37,22,0,0,0,68,341,245,192
"K14816","Ciliate",21,13,21,40,34,18,64,32,41,9,74,69,81
"K14816","Diatom",15,3,23,27,17,21,1,4,5,0,2,2,5
"K14816","Dinoflagellate",40,29,22,65,44,27,97,103,143,59,309,185,324
"K14816","Haptophyte",3,5,2,5,3,2,0,0,0,0,0,0,0
"K14819","Chlorophyte",1,1,1,6,2,0,0,0,0,0,0,0,0
"K14819","Ciliate",0,0,0,0,0,0,0,0,0,9,11,1,1
"K14819","Diatom",0,0,0,6,0,2,0,0,0,0,0,0,0
"K14819","Dinoflagellate",3,2,11,1,0,1,5,1,11,12,114,93,124
"K14819","Haptophyte",2,1,0,3,1,2,0,0,0,0,0,0,0
"K14820","Chlorophyte",4,3,8,4,5,6,0,0,0,0,0,0,0
"K14820","Ciliate",7,6,4,14,7,5,2,0,10,56,94,83,81
"K14820","Diatom",26,2,29,19,11,22,28,32,66,0,25,4,13
"K14820","Dinoflagellate",23,17,21,40,28,30,134,82,189,62,210,151,261
"K14820","Haptophyte",0,0,3,3,4,1,0,0,0,0,0,0,0
"K14821","Chlorophyte",14,15,24,19,14,12,0,0,0,0,0,0,0
"K14821","Ciliate",0,0,0,0,0,0,2,0,2,0,9,1,18
"K14821","Diatom",3,1,21,13,3,12,20,16,29,0,0,0,0
"K14821","Dinoflagellate",11,5,13,15,11,16,23,23,38,12,41,20,34
"K14821","Haptophyte",0,0,4,1,1,3,0,0,0,0,0,0,0
"K14823","Chlorophyte",8,4,8,11,8,8,0,0,0,3,9,18,25
"K14823","Ciliate",0,0,0,0,0,0,0,0,0,16,49,47,11
"K14823","Diatom",4,4,17,10,6,9,16,16,27,0,0,0,0
"K14823","Dinoflagellate",19,14,13,33,36,15,38,15,51,9,27,22,16
"K14823","Haptophyte",8,7,8,18,13,6,0,0,0,0,0,0,0
"K14824","Chlorophyte",527,243,541,874,706,663,62,34,62,0,4,0,0
"K14824","Ciliate",0,0,0,0,0,0,15,0,7,0,36,14,6
"K14824","Diatom",4,2,16,11,10,7,41,21,53,0,0,0,0
"K14824","Dinoflagellate",16,5,11,14,18,9,262,159,311,186,843,670,871
"K14824","Haptophyte",0,0,4,2,1,0,3,3,0,0,7,12,4
"K14826","Chlorophyte",3,2,3,5,5,5,0,0,0,0,0,0,0
"K14826","Ciliate",66,33,61,96,89,77,0,0,0,0,0,0,0
"K14826","Diatom",2,1,3,2,2,7,3,4,11,0,0,0,0
"K14826","Dinoflagellate",3,4,4,5,8,3,7,6,25,6,28,26,6
"K14826","Haptophyte",36,12,19,39,43,36,61,59,68,0,0,0,0
"K14831","Chlorophyte",114,52,143,221,149,165,28,18,32,0,0,0,0
"K14831","Ciliate",6,2,3,11,2,2,6,0,3,11,43,38,76
"K14831","Diatom",2,1,10,7,5,6,27,9,16,0,0,0,0
"K14831","Dinoflagellate",35,22,38,66,39,26,79,81,145,49,127,79,56
"K14831","Haptophyte",1,0,0,10,1,1,10,15,33,0,3,0,6
"K14833","Chlorophyte",14,9,8,18,10,8,4,0,0,0,0,0,0
"K14833","Ciliate",0,0,0,0,0,0,0,0,0,9,44,49,29
"K14833","Diatom",21,4,11,10,17,12,11,11,22,0,0,0,0
"K14833","Dinoflagellate",0,0,0,0,0,0,28,6,37,37,88,115,153
"K14833","Haptophyte",5,4,0,5,9,1,5,1,5,0,0,0,0
"K14834","Chlorophyte",1,2,2,1,2,3,0,0,0,0,0,0,0
"K14834","Ciliate",0,0,0,0,0,0,0,0,0,3,25,38,7
"K14834","Diatom",0,1,3,0,7,2,21,6,38,0,0,4,2
"K14834","Dinoflagellate",3,0,2,5,2,0,22,9,13,29,93,53,220
"K14834","Haptophyte",0,0,0,0,0,0,6,2,0,0,0,0,0
"K14835","Chlorophyte",4,2,6,10,5,7,0,0,0,57,334,190,363
"K14835","Ciliate",10,6,15,13,12,9,17,3,7,7,3,0,1
"K14835","Diatom",8,5,14,24,13,25,101,59,132,10,37,21,16
"K14835","Dinoflagellate",15,12,7,34,15,5,140,66,144,36,224,136,236
"K14835","Haptophyte",8,3,15,15,9,7,6,1,8,0,0,0,0
"K14838","Chlorophyte",4,1,2,3,0,1,0,0,0,6,8,5,0
"K14838","Ciliate",3,0,2,5,6,7,12,4,20,2,9,12,14
"K14838","Diatom",13,8,22,17,20,24,50,25,72,0,0,0,0
"K14838","Dinoflagellate",11,5,16,13,5,6,39,32,67,20,81,105,151
"K14838","Haptophyte",4,0,4,2,5,2,0,0,0,0,0,0,0
"K14842","Chlorophyte",27,10,37,58,30,31,12,0,4,7,41,23,38
"K14842","Ciliate",8,4,7,21,18,6,20,13,18,13,76,28,21
"K14842","Diatom",38,17,30,65,48,53,80,46,135,5,25,11,28
"K14842","Dinoflagellate",86,40,116,102,106,76,305,252,386,354,1534,1171,1210
"K14842","Haptophyte",66,29,64,121,78,85,22,12,13,11,72,35,51
"K14843","Chlorophyte",4,3,0,16,11,4,65,61,66,21,79,67,37
"K14843","Ciliate",10,10,9,21,8,16,15,3,13,36,171,69,145
"K14843","Diatom",23,14,26,40,25,25,147,68,222,0,1,7,4
"K14843","Dinoflagellate",52,16,35,97,70,34,173,118,192,357,1361,1057,1317
"K14843","Haptophyte",18,12,54,70,67,42,27,18,25,0,0,0,0
"K14846","Chlorophyte",196,109,390,341,257,286,0,0,0,0,0,0,0
"K14846","Ciliate",2,2,0,3,4,0,6,2,7,0,0,0,0
"K14846","Diatom",1,2,5,2,2,2,13,9,11,0,3,1,19
"K14846","Dinoflagellate",16,12,22,38,16,18,82,55,133,56,223,109,291
"K14846","Haptophyte",1,0,2,0,1,2,0,0,0,91,192,186,184
"K14847","Chlorophyte",7,0,3,14,8,5,0,0,0,0,0,0,0
"K14847","Ciliate",2,3,0,2,7,0,0,0,0,25,52,49,28
"K14847","Diatom",10,9,24,14,22,23,47,17,66,0,0,0,0
"K14847","Dinoflagellate",23,11,60,45,45,34,99,61,100,49,203,117,251
"K14847","Haptophyte",7,2,10,8,3,7,0,0,0,7,34,21,26
"K14848","Chlorophyte",4,7,4,9,5,3,1,9,7,6,11,21,4
"K14848","Ciliate",3,2,6,8,7,8,42,17,13,53,118,135,136
"K14848","Diatom",3,3,16,21,12,13,30,35,61,6,15,14,14
"K14848","Dinoflagellate",18,8,12,17,18,9,50,23,57,114,389,324,412
"K14848","Haptophyte",8,0,10,9,8,3,0,0,0,0,0,0,0
"K14852","Chlorophyte",4,1,3,7,4,3,14,13,15,0,0,0,0
"K14852","Ciliate",0,0,0,0,0,0,0,0,0,10,7,8,6
"K14852","Diatom",13,7,14,31,19,39,83,57,93,0,11,2,8
"K14852","Dinoflagellate",19,16,25,43,22,21,65,39,80,85,315,184,351
"K14852","Haptophyte",5,2,1,7,7,9,6,3,12,0,0,0,0
"K14855","Chlorophyte",26,11,19,42,19,13,0,2,2,0,0,0,0
"K14855","Ciliate",0,1,0,1,2,0,23,25,29,40,21,28,0
"K14855","Diatom",10,5,14,12,12,14,148,78,133,0,0,0,0
"K14855","Dinoflagellate",7,3,12,13,11,5,64,28,82,72,257,200,259
"K14855","Haptophyte",1,1,0,7,5,0,0,0,0,0,0,0,0
"K14856","Chlorophyte",5,1,0,4,1,1,0,0,0,0,0,0,0
"K14856","Ciliate",2,1,2,0,0,0,40,16,31,15,53,53,35
"K14856","Diatom",8,8,9,23,13,15,54,53,155,10,21,2,13
"K14856","Dinoflagellate",12,6,13,12,5,6,133,94,185,189,687,544,699
