gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
aaf:AURANDRAFT_63867,1.39866941641015,2.34831870946516,2.46194367359195,0.953847455835165,0.340160863853634,NA
aaf:AURANDRAFT_64893,4.31182248970535,-0.281768117353356,2.0964775009693,-0.134400735148877,0.893085700344653,0.934487541009906
aaf:AURANDRAFT_64907,0.302058583104323,-1.08525175846712,3.34233249421794,-0.324698922188187,0.7454089504687,NA
aaf:AURANDRAFT_65049,13.1310278782772,-7.93317616126795,1.92291008043981,-4.12560953419802,NA,NA
aaf:AURANDRAFT_65363,1.06599799029816,-4.5773895124088,3.33810093002098,-1.37125557566051,0.170295298915234,NA
aaf:AURANDRAFT_65878,1.20696768287453,0.660262822215087,2.5683761540294,0.257074035350793,0.797121620904193,NA
aaf:AURANDRAFT_65882,0.357003265512362,-1.63620730524562,3.33888010414626,-0.490046738489879,0.624100825901716,NA
aaf:AURANDRAFT_65919,2.14665035662776,-1.06318742920434,2.67719377351769,-0.397127559357561,0.691273397996207,NA
aaf:AURANDRAFT_65948,2.35343456992083,-2.86289178687258,2.3549973573286,-1.21566666644591,0.224111927073683,NA
aaf:AURANDRAFT_65986,1.01439744018112,-4.94351547342966,3.3618089541732,-1.47049268439035,0.141428365567398,NA
aaf:AURANDRAFT_66027,2.95221194693801,2.59754363381464,1.97712075610266,1.31380120601989,0.188913111675461,0.353222729430214
aaf:AURANDRAFT_66355,2.80765382097403,-4.66575512660767,2.37860913698199,-1.96154763473567,0.04981517397375,0.148056766425853
aaf:AURANDRAFT_66375,9.43563336721983,-5.9181009065929,1.70928842952035,-3.46231847380703,0.000535543039861,0.009762875860731
aaf:AURANDRAFT_66734,1.92547816681223,0.374284768607405,2.29449098790253,0.163123224532492,0.870421414174425,NA
aaf:AURANDRAFT_67220,16.7153651782781,-2.45933196927146,1.69788357978878,-1.44846914037381,0.14748589045453,0.299920971863909
aaf:AURANDRAFT_67549,0.305964099271813,-1.28391170979153,3.38635987182938,-0.379142134441233,0.70458231913995,NA
aaf:AURANDRAFT_67669,1.19152609445542,-1.58326838919427,2.58374066857769,-0.612781463886558,0.540020848810026,NA
aaf:AURANDRAFT_67670,9.68705691255271,-3.25609207819156,1.47801297254969,-2.20301995900249,0.02759334191943,0.10437245034833
aaf:AURANDRAFT_68508,0.527137956395542,0.376010361484781,3.33330509390951,0.112804064101967,0.910185896224673,NA
aaf:AURANDRAFT_68863,12.3773026075003,2.53442231138267,1.4193122548162,1.78566929354871,0.074152819988062,0.189785883686627
aaf:AURANDRAFT_68916,2.95700225425545,-2.09591879435214,2.37233984281367,-0.883481681893564,0.376976075463585,0.545289262925592
aaf:AURANDRAFT_69259,0.226567585501186,-0.758116918391189,3.34694492192766,-0.226510126720148,0.820804683909857,NA
aaf:AURANDRAFT_69702,0.771600849330009,-0.907338930279036,3.37511095945137,-0.268832326160479,0.788058716075605,NA
aaf:AURANDRAFT_70582,1.54594013134899,1.91797643221058,2.47780786156769,0.774061807600001,0.438894241553825,NA
aaf:AURANDRAFT_70672,2.90551920741992,-6.22493492598431,2.05736667345312,-3.02568084061372,0.002480740068961,0.025322022299661
aaf:AURANDRAFT_70919,2.58059875422482,-5.99287036278082,2.33952681468271,-2.56157370164342,0.010419913009582,0.058296831094426
aaf:AURANDRAFT_70989,1.00915194093658,-4.41820354747076,3.34199399665936,-1.32202617715267,0.186159434254936,NA
aaf:AURANDRAFT_71078,0.665484513470255,-4.69113907629472,3.37030820918025,-1.39190210067931,0.163952045650555,NA
aaf:AURANDRAFT_71695,23.4073317559855,1.20143054372861,0.970628397454819,1.23778631129997,0.215795305420875,0.3840289252884
aaf:AURANDRAFT_71910,0.290193708257278,-2.67646183158384,3.37263196884264,-0.793582536223868,0.427438502482703,NA
aaf:AURANDRAFT_72098,1.66111422845554,3.18961237920813,2.90457942388322,1.09813226416919,0.272146738585401,NA
